X,Y
318, 338
1000, 208
369, 20
319, 289
410, 310
1403, 481
1011, 310
1401, 85
389, 348
703, 302
1160, 134
1172, 195
775, 383
677, 420
1025, 139
6, 52
1369, 52
839, 36
283, 132
386, 220
1451, 485
356, 75
91, 406
804, 174
1476, 273
82, 280
9, 218
1091, 61
1389, 238
504, 446
457, 1
829, 482
1023, 473
717, 160
1478, 258
998, 254
336, 137
31, 72
720, 427
701, 210
1115, 164
800, 277
384, 461
772, 222
1018, 138
1229, 282
29, 239
1094, 122
1383, 207
644, 285
380, 156
376, 332
820, 365
446, 334
1140, 471
1463, 415
773, 482
1060, 356
344, 219
337, 286
1378, 364
1442, 244
4, 369
1405, 346
86, 149
338, 480
304, 334
62, 259
703, 284
9, 32
1168, 398
1202, 289
262, 50
1093, 91
769, 362
578, 174
1469, 107
806, 67
1438, 420
105, 404
43, 363
414, 157
1179, 392
748, 37
111, 193
79, 145
6, 28
420, 478
1072, 226
13, 429
90, 464
769, 307
1189, 346
382, 320
791, 64
1168, 435
794, 494
488, 19
695, 244
699, 391
1079, 426
1469, 250
389, 47
1273, 149
819, 292
677, 359
115, 456
1272, 163
1169, 364
652, 19
1493, 268
1469, 90
1121, 86
90, 167
277, 469
819, 404
107, 307
755, 83
1151, 305
4, 87
332, 86
1224, 109
642, 143
686, 128
1421, 233
397, 376
8, 443
1289, 39
292, 15
1100, 348
1178, 67
835, 36
262, 42
741, 148
678, 108
81, 281
24, 124
1454, 347
1424, 435
1082, 343
1481, 15
249, 115
749, 283
404, 438
18, 453
265, 64
1147, 5
1108, 272
114, 332
1475, 97
1081, 491
39, 71
812, 405
690, 83
368, 346
1196, 45
806, 373
1206, 470
1471, 97
416, 222
663, 132
365, 326
1100, 242
76, 0
813, 51
651, 243
1183, 371
379, 431
1071, 85
40, 364
790, 0
304, 233
830, 174
76, 11
21, 347
49, 454
475, 88
91, 84
655, 439
1140, 250
749, 109
399, 9
1133, 124
324, 132
17, 151
1137, 34
14, 448
1093, 118
372, 307
814, 455
766, 13
323, 461
1483, 245
854, 166
408, 26
1115, 253
675, 160
672, 381
1094, 214
980, 226
426, 120
767, 12
34, 409
49, 22
679, 16
771, 403
715, 456
740, 353
656, 166
317, 35
733, 133
726, 410
707, 402
329, 42
1165, 320
135, 274
730, 380
773, 422
52, 362
1171, 164
539, 175
113, 281
7, 126
96, 186
772, 16
492, 205
324, 59
1486, 30
1158, 411
405, 20
1031, 272
1456, 100
639, 419
1138, 204
716, 100
1480, 309
364, 400
1085, 148
1138, 439
744, 54
422, 264
772, 431
422, 420
54, 332
91, 74
40, 124
1115, 459
1152, 359
1167, 459
310, 45
384, 305
1362, 139
457, 313
1408, 66
377, 26
336, 311
759, 347
1451, 233
773, 219
39, 117
455, 129
729, 2
1078, 489
103, 425
771, 279
774, 5
67, 52
1064, 370
1112, 339
1187, 14
1375, 287
1142, 390
1133, 120
808, 96
748, 486
1205, 489
1164, 390
1452, 41
2, 317
732, 432
921, 174
656, 19
315, 22
889, 396
20, 13
1137, 386
839, 336
740, 257
761, 167
379, 81
720, 251
410, 78
306, 205
1100, 279
283, 286
1197, 291
1198, 90
337, 275
778, 391
803, 414
1476, 188
48, 380
41, 22
1482, 343
403, 33
740, 206
125, 15
1140, 258
660, 55
669, 145
655, 162
807, 356
1448, 148
41, 386
686, 232
1454, 406
410, 123
55, 425
68, 371
1132, 60
1443, 81
828, 463
298, 322
733, 226
489, 396
824, 64
848, 0
33, 56
685, 347
1048, 24
5, 2
839, 104
661, 380
697, 170
754, 397
800, 401
458, 292
334, 5
447, 65
778, 212
1032, 93
1188, 209
73, 228
101, 219
1224, 95
1388, 333
477, 421
115, 235
409, 282
340, 112
780, 399
1137, 418
128, 175
1144, 408
1007, 182
602, 90
1406, 391
808, 450
861, 217
1083, 488
1364, 469
61, 219
462, 331
1115, 478
660, 240
1160, 239
307, 420
750, 391
784, 404
1225, 431
836, 233
87, 241
1111, 178
783, 81
107, 254
93, 378
753, 275
41, 476
880, 207
730, 226
359, 86
743, 32
1122, 80
350, 40
132, 159
365, 346
734, 488
897, 332
1161, 110
235, 197
1051, 139
1140, 266
819, 74
1008, 458
1041, 217
809, 357
734, 31
460, 279
1089, 424
47, 218
1101, 65
1222, 386
804, 15
698, 342
848, 144
704, 136
26, 396
810, 233
1053, 189
774, 459
1258, 157
1207, 427
1461, 315
264, 311
725, 498
640, 350
438, 108
244, 233
872, 311
301, 35
427, 310
783, 367
1087, 446
679, 187
330, 329
1186, 26
760, 49
84, 211
1383, 168
776, 477
887, 139
294, 381
461, 115
797, 103
1127, 338
512, 276
1434, 365
422, 366
855, 232
1064, 468
338, 74
1414, 237
1466, 147
385, 309
379, 294
1178, 254
1179, 260
706, 68
305, 392
387, 112
372, 167
462, 14
1107, 418
781, 295
1119, 78
313, 115
288, 218
285, 393
369, 51
1146, 387
1440, 12
1450, 41
1074, 151
240, 262
1421, 18
1096, 262
748, 18
643, 494
625, 475
85, 218
723, 454
12, 226
764, 274
1451, 288
1468, 195
672, 128
822, 98
700, 365
297, 200
531, 429
5, 71
55, 366
1439, 364
878, 463
404, 385
393, 21
692, 45
1167, 100
1177, 190
815, 10
351, 102
1140, 98
54, 417
1190, 117
1123, 217
384, 446
350, 95
1187, 242
469, 230
781, 352
430, 470
690, 311
48, 167
57, 150
1162, 256
359, 417
1187, 377
1152, 354
816, 300
443, 262
824, 12
1096, 376
1491, 364
1242, 177
1141, 253
1226, 96
8, 136
53, 262
1201, 91
1006, 368
400, 467
1078, 332
809, 202
1165, 329
1333, 246
1080, 337
1457, 461
1075, 496
328, 213
1082, 233
329, 403
1130, 238
71, 248
870, 475
43, 104
813, 436
6, 51
1222, 476
1180, 278
46, 236
707, 78
1018, 127
355, 51
737, 280
1492, 88
752, 370
1147, 58
336, 427
44, 412
1389, 325
376, 305
284, 446
1488, 423
1099, 17
380, 227
963, 190
1217, 468
380, 91
330, 67
97, 68
399, 23
263, 436
833, 328
1374, 362
266, 281
1189, 65
981, 170
514, 81
1172, 240
331, 92
1213, 418
289, 112
371, 430
1147, 409
327, 156
1020, 337
725, 162
76, 411
1172, 452
514, 392
1425, 39
1121, 252
995, 8
414, 84
705, 308
32, 160
1140, 84
496, 162
480, 85
690, 251
1104, 498
1124, 211
1049, 470
1097, 346
1144, 88
419, 411
34, 387
451, 101
456, 495
299, 83
1271, 332
668, 276
639, 465
1232, 342
30, 83
87, 433
1412, 469
340, 160
769, 392
863, 94
295, 240
1134, 164
706, 109
1180, 112
327, 414
776, 65
753, 393
409, 256
701, 328
86, 236
45, 200
383, 191
9, 227
626, 79
726, 68
89, 453
741, 496
772, 210
3, 268
1368, 76
835, 155
233, 120
1120, 140
1032, 323
747, 289
754, 39
475, 2
1138, 385
383, 146
458, 217
262, 23
801, 411
1200, 435
1120, 241
388, 464
1468, 320
417, 488
1204, 69
768, 15
368, 137
1163, 426
1123, 372
1406, 140
372, 192
95, 330
860, 284
650, 259
4, 114
646, 382
1450, 117
850, 445
519, 202
336, 210
1023, 442
12, 414
22, 420
14, 44
1158, 136
433, 137
1071, 47
316, 62
1113, 266
25, 348
82, 5
1467, 361
743, 30
683, 351
387, 247
115, 224
755, 296
1158, 16
1027, 319
4, 135
1133, 384
66, 443
1209, 447
358, 349
747, 449
784, 374
1374, 52
107, 428
466, 172
585, 152
432, 454
1114, 219
1134, 99
490, 278
332, 78
1107, 284
366, 135
1452, 458
757, 138
764, 404
1200, 495
50, 144
52, 39
1097, 467
1167, 119
402, 414
858, 53
329, 135
229, 224
1390, 277
1375, 179
275, 294
1468, 412
497, 310
699, 276
799, 439
307, 53
1163, 269
764, 351
373, 319
700, 150
808, 132
1185, 488
478, 345
1094, 228
474, 7
332, 272
212, 160
356, 34
778, 389
1276, 431
801, 388
400, 163
211, 348
302, 346
1084, 352
11, 248
246, 339
685, 372
344, 441
1445, 95
1077, 424
1485, 400
719, 124
743, 190
315, 259
1143, 277
651, 48
1439, 194
992, 189
795, 342
699, 265
684, 177
383, 322
68, 233
387, 391
364, 457
1089, 445
3, 136
709, 249
78, 8
738, 361
1473, 156
825, 54
11, 70
429, 202
1229, 241
1194, 383
338, 171
1114, 377
786, 394
28, 181
601, 172
421, 135
426, 39
1121, 179
825, 411
490, 463
1242, 366
775, 88
815, 349
1162, 485
334, 282
830, 112
1483, 23
700, 145
274, 405
16, 217
33, 415
1402, 360
720, 351
421, 106
225, 368
1478, 465
130, 335
708, 268
1104, 410
648, 24
706, 480
311, 395
427, 308
1451, 406
329, 168
327, 53
69, 148
765, 405
46, 358
110, 96
1457, 57
446, 268
1064, 323
1254, 365
1198, 398
726, 315
1245, 226
405, 179
403, 57
516, 0
853, 218
811, 255
312, 141
1199, 123
1155, 60
417, 465
393, 304
366, 316
1419, 287
663, 280
326, 184
1241, 484
16, 215
332, 266
1430, 452
1079, 228
350, 8
1013, 431
850, 267
6, 232
757, 110
716, 272
606, 439
24, 97
60, 363
1091, 441
351, 440
827, 99
726, 496
1042, 163
98, 153
1189, 311
297, 172
466, 77
1149, 311
1248, 341
1498, 68
732, 117
283, 475
1381, 415
1425, 317
1204, 321
858, 56
1039, 414
1434, 426
66, 155
425, 77
735, 113
1461, 88
276, 37
376, 272
358, 354
1069, 12
396, 190
1232, 348
286, 489
333, 308
271, 113
1134, 352
68, 362
71, 470
1070, 412
1137, 453
376, 171
411, 404
477, 480
1090, 173
1057, 120
673, 424
38, 335
1079, 441
1116, 256
741, 124
1102, 3
81, 327
1053, 306
1206, 200
1103, 423
103, 42
1494, 165
649, 237
1115, 177
1013, 66
436, 86
664, 326
1287, 199
280, 332
1365, 32
740, 464
991, 498
1059, 81
1223, 128
1095, 287
54, 49
1163, 331
360, 65
61, 54
479, 374
474, 427
800, 40
518, 55
1021, 350
55, 245
1409, 234
711, 75
758, 265
1116, 17
1468, 246
322, 290
332, 65
419, 164
729, 249
25, 271
1138, 455
1074, 194
459, 406
34, 239
704, 214
1209, 169
683, 420
344, 422
1184, 247
319, 144
1146, 499
598, 462
1196, 390
20, 261
684, 112
1431, 62
1233, 313
828, 31
738, 26
492, 396
783, 148
878, 430
1124, 345
1056, 200
1114, 105
1267, 469
1393, 364
261, 170
324, 254
1082, 80
407, 365
435, 40
334, 133
1183, 140
1453, 243
610, 460
714, 80
323, 234
993, 90
758, 336
1447, 60
468, 229
786, 441
720, 140
404, 16
767, 236
861, 326
738, 69
428, 419
31, 257
432, 259
843, 372
1181, 407
101, 134
741, 89
282, 298
1447, 474
1064, 229
419, 408
803, 454
1463, 366
400, 201
18, 68
229, 346
1384, 408
715, 199
317, 309
9, 468
70, 241
32, 57
722, 332
1064, 159
1467, 353
1477, 333
692, 445
328, 139
58, 72
404, 163
616, 64
346, 155
382, 260
667, 382
1179, 201
277, 186
526, 295
1075, 355
751, 29
77, 388
445, 82
1157, 190
704, 146
1144, 207
1341, 463
50, 164
794, 94
1035, 41
439, 317
683, 85
809, 48
1192, 49
456, 456
839, 245
659, 246
394, 96
811, 56
1023, 286
1022, 166
1212, 4
1064, 134
411, 307
63, 167
1029, 0
410, 181
82, 404
419, 486
786, 56
722, 67
1342, 198
1126, 133
334, 383
1462, 294
75, 416
1065, 470
405, 245
836, 485
1074, 199
1161, 342
1400, 432
677, 33
1145, 174
1231, 434
1034, 66
1097, 67
786, 300
1245, 208
1045, 108
4, 306
782, 303
805, 90
1109, 32
34, 499
1036, 187
675, 150
27, 357
1098, 162
1158, 209
734, 390
1149, 84
1128, 33
7, 110
324, 456
711, 35
1054, 109
528, 226
1348, 209
378, 408
1433, 247
106, 383
1064, 19
1384, 330
1206, 432
1121, 482
696, 365
1404, 271
697, 449
688, 293
1444, 154
1122, 185
356, 412
1029, 271
781, 64
1432, 200
420, 190
17, 103
288, 167
413, 478
1062, 303
1019, 388
809, 28
1165, 377
341, 323
11, 384
268, 286
665, 217
826, 484
672, 405
1486, 164
451, 120
1056, 294
858, 471
1114, 322
1399, 152
1241, 38
1068, 324
1376, 14
411, 340
350, 302
760, 156
839, 92
405, 285
1231, 381
1110, 465
793, 364
100, 460
724, 430
387, 24
271, 312
1023, 327
353, 144
813, 17
815, 86
396, 468
777, 91
1260, 76
1067, 484
1189, 209
848, 11
22, 6
419, 427
18, 210
703, 309
829, 236
64, 189
860, 351
1420, 316
1026, 142
42, 169
918, 141
262, 415
1220, 80
68, 309
297, 353
32, 21
399, 490
1452, 215
729, 418
717, 262
25, 206
1448, 266
435, 4
388, 396
450, 253
123, 233
79, 6
24, 395
717, 55
477, 242
1493, 361
0, 268
42, 439
1077, 277
326, 262
341, 260
811, 138
1210, 223
388, 480
1038, 279
1453, 379
333, 50
1181, 256
345, 369
761, 54
754, 100
493, 195
745, 464
681, 389
365, 182
377, 52
1442, 335
341, 128
506, 451
808, 150
78, 475
1485, 491
1128, 26
93, 480
730, 204
1488, 226
816, 32
712, 141
403, 56
47, 423
906, 302
69, 149
301, 128
1395, 33
1462, 330
723, 26
697, 129
1059, 401
1179, 373
760, 402
1196, 264
117, 268
109, 383
1126, 80
1192, 107
1124, 473
833, 119
860, 24
352, 144
97, 407
49, 193
1157, 312
1070, 322
124, 196
86, 251
354, 331
1180, 232
1120, 208
1157, 284
1054, 316
484, 42
1119, 388
775, 153
285, 429
1388, 257
686, 73
338, 28
841, 358
723, 1
1140, 218
1178, 130
380, 473
633, 454
1220, 443
1113, 369
1480, 142
1253, 295
1, 447
389, 478
1103, 462
641, 466
1473, 423
360, 455
319, 407
1497, 99
1191, 255
656, 418
34, 500
1158, 385
1108, 462
1024, 153
1075, 497
1348, 28
286, 265
287, 491
79, 252
816, 246
1468, 148
1233, 408
670, 14
786, 390
1493, 389
280, 175
709, 52
402, 486
1165, 401
667, 416
1187, 322
619, 262
136, 92
467, 218
1178, 64
730, 171
56, 302
395, 141
649, 315
758, 406
467, 194
288, 126
45, 216
18, 167
293, 226
1168, 145
1112, 457
220, 406
232, 119
610, 332
363, 104
1087, 85
1023, 127
649, 171
1420, 307
265, 280
1230, 148
313, 44
653, 43
1179, 391
1149, 32
1397, 458
330, 436
687, 122
806, 210
1049, 482
1060, 422
597, 487
1186, 243
347, 353
1169, 267
1267, 471
1130, 65
814, 204
358, 395
1168, 345
1166, 432
628, 279
643, 359
324, 122
673, 493
432, 123
295, 106
686, 460
310, 271
162, 233
1114, 212
1106, 326
703, 206
1065, 422
860, 339
1399, 24
1359, 478
809, 459
1108, 212
716, 346
1466, 476
997, 446
712, 496
744, 218
250, 332
475, 304
413, 182
1424, 291
806, 281
479, 471
1454, 323
51, 364
303, 98
94, 72
444, 411
731, 309
1149, 157
344, 3
668, 99
719, 472
1113, 190
1138, 426
376, 128
706, 365
1437, 440
1456, 285
1447, 9
280, 470
839, 391
1423, 317
1494, 34
321, 154
1212, 209
1139, 445
1210, 263
310, 19
1443, 7
1403, 75
41, 339
42, 308
16, 65
370, 375
1216, 420
1172, 461
318, 498
1059, 203
797, 398
450, 48
457, 54
260, 253
108, 494
1057, 234
305, 34
387, 493
1102, 187
326, 169
616, 464
5, 282
802, 430
324, 74
684, 212
286, 236
424, 122
1043, 227
492, 100
1131, 481
348, 59
648, 427
378, 65
299, 134
783, 439
1378, 296
292, 252
468, 59
701, 487
742, 329
1428, 24
701, 306
385, 317
377, 279
629, 49
834, 161
1165, 147
721, 410
1163, 244
434, 108
12, 113
817, 90
38, 203
1044, 393
1155, 22
1435, 346
441, 68
1241, 397
996, 85
1248, 207
1443, 245
331, 157
707, 66
682, 380
716, 119
305, 112
70, 233
320, 238
828, 18
356, 280
759, 373
1174, 375
1187, 28
359, 453
391, 153
1451, 463
1118, 223
424, 389
1163, 449
1184, 257
462, 15
1210, 459
1222, 444
32, 285
1119, 381
997, 236
456, 479
832, 131
507, 136
879, 344
792, 106
404, 424
1101, 86
806, 54
795, 315
1102, 381
1493, 380
1205, 236
1159, 414
349, 458
758, 434
878, 426
1257, 85
810, 131
1170, 281
337, 186
1127, 143
1179, 66
634, 387
1212, 54
319, 130
12, 441
51, 417
1169, 48
764, 494
69, 293
448, 434
663, 101
1062, 439
1183, 307
1182, 252
740, 423
1172, 71
1476, 182
1057, 442
355, 135
82, 64
379, 314
1058, 145
787, 441
1457, 218
1403, 482
761, 356
819, 239
423, 301
1107, 53
1480, 365
398, 380
361, 385
781, 416
1346, 474
768, 205
342, 249
765, 262
701, 205
778, 105
355, 143
1422, 337
38, 305
730, 498
627, 366
825, 405
306, 273
1477, 448
649, 324
18, 57
1170, 178
1408, 243
1412, 298
820, 256
101, 228
747, 330
280, 295
1197, 54
1409, 239
399, 325
749, 331
734, 451
746, 63
1156, 441
100, 12
43, 335
308, 422
250, 322
1455, 258
411, 63
397, 399
404, 495
772, 433
249, 326
1498, 243
319, 446
341, 185
331, 451
303, 126
475, 246
1108, 294
782, 397
326, 364
403, 304
1429, 360
61, 109
596, 270
1028, 369
697, 48
615, 204
595, 426
506, 248
875, 101
292, 353
28, 284
1118, 493
678, 290
379, 339
499, 471
439, 38
681, 279
26, 478
20, 386
86, 44
1118, 473
763, 482
503, 247
1139, 487
820, 268
1437, 135
406, 16
1461, 286
1058, 291
783, 160
790, 300
1465, 64
406, 157
342, 91
1268, 157
24, 10
1065, 194
766, 319
1083, 241
800, 202
1431, 132
1419, 242
1057, 64
523, 267
83, 278
379, 248
1135, 299
1459, 271
1186, 6
1197, 10
1449, 223
1080, 19
761, 235
79, 299
783, 235
656, 134
1089, 39
847, 168
49, 216
756, 83
76, 315
687, 326
1084, 237
61, 121
843, 56
66, 416
712, 26
342, 418
620, 162
448, 196
1032, 269
1400, 104
448, 99
720, 442
315, 271
1193, 265
1211, 418
1495, 108
1063, 70
439, 135
296, 428
452, 322
203, 144
1194, 107
847, 0
1226, 58
702, 73
335, 69
1049, 192
731, 1
437, 128
58, 156
719, 20
326, 162
730, 144
745, 186
344, 29
831, 419
1139, 386
11, 2
1166, 91
793, 392
803, 252
741, 43
324, 179
32, 256
474, 354
41, 268
1425, 282
1093, 392
787, 212
1092, 328
1441, 337
1111, 342
462, 452
1122, 426
412, 237
1237, 231
725, 430
1119, 344
1015, 182
376, 356
784, 61
1415, 81
7, 480
813, 58
697, 302
280, 428
1489, 237
1069, 270
890, 353
377, 457
355, 162
1047, 124
767, 257
842, 277
1141, 102
1007, 483
1028, 285
799, 230
750, 316
634, 316
400, 432
1461, 260
1438, 2
869, 3
270, 378
1106, 176
1200, 68
1105, 479
332, 107
457, 309
172, 187
20, 94
522, 437
789, 133
8, 350
1047, 392
733, 17
851, 337
848, 315
343, 102
52, 18
361, 63
73, 335
409, 120
737, 455
388, 366
343, 298
1121, 9
1480, 21
1048, 62
349, 408
1414, 244
369, 27
376, 479
1474, 157
829, 201
1483, 129
647, 96
698, 81
1092, 29
420, 118
383, 193
739, 185
396, 111
232, 235
333, 429
402, 365
1477, 348
827, 246
107, 423
294, 443
29, 305
1464, 476
407, 200
432, 211
40, 391
1238, 113
990, 380
248, 118
1261, 94
762, 104
81, 215
1124, 196
774, 406
227, 93
351, 479
1149, 393
134, 266
818, 319
680, 485
1068, 476
71, 303
310, 423
1403, 467
1407, 371
1165, 276
1120, 147
1169, 305
304, 106
402, 464
1484, 415
364, 425
290, 140
1236, 103
752, 7
316, 310
1458, 382
1459, 158
1442, 448
1426, 375
1107, 10
461, 458
382, 394
798, 417
328, 187
347, 288
757, 246
1462, 66
284, 439
1418, 48
675, 202
303, 123
639, 69
310, 453
691, 363
59, 170
1239, 393
45, 335
644, 357
762, 382
419, 211
44, 246
722, 219
1206, 250
1391, 346
397, 272
1449, 418
1380, 73
22, 359
1458, 404
390, 208
1194, 57
327, 42
1054, 223
1077, 40
444, 149
1183, 475
853, 310
1090, 345
1072, 468
407, 171
1156, 16
1042, 356
380, 308
1262, 407
1176, 229
1209, 395
1484, 459
697, 188
692, 481
424, 10
1390, 374
794, 240
675, 114
851, 57
1057, 407
1372, 114
677, 380
1058, 231
1421, 162
393, 480
896, 130
1434, 344
337, 67
1009, 165
814, 120
1480, 48
1102, 107
735, 313
83, 438
373, 403
379, 101
465, 378
1089, 303
355, 475
760, 322
656, 380
341, 213
1476, 484
61, 96
694, 410
1465, 131
711, 134
837, 340
1007, 147
612, 256
394, 332
1143, 430
46, 263
15, 54
710, 156
669, 284
1449, 228
1159, 39
672, 11
1054, 403
1246, 484
715, 169
878, 32
408, 361
1200, 480
212, 414
749, 151
450, 470
319, 236
44, 62
779, 247
1215, 339
325, 247
80, 477
390, 456
1063, 421
705, 121
833, 246
733, 75
429, 302
311, 351
434, 114
800, 387
380, 81
415, 240
335, 34
1048, 147
720, 6
1025, 210
1200, 288
428, 309
792, 196
409, 77
793, 496
1026, 178
1453, 308
821, 382
1064, 153
363, 1
418, 189
716, 11
108, 235
680, 142
815, 145
1200, 392
686, 478
824, 4
1472, 237
1122, 356
1141, 176
1471, 232
453, 485
428, 117
79, 177
745, 33
784, 36
1390, 494
485, 330
1492, 175
1017, 374
721, 435
29, 90
1079, 351
452, 492
1115, 233
1486, 329
793, 485
988, 391
707, 429
439, 24
77, 241
1136, 246
483, 0
310, 343
1231, 87
49, 22
1414, 219
1487, 29
679, 102
1343, 170
855, 95
1081, 408
1095, 429
1258, 27
1274, 51
1479, 473
365, 379
338, 123
49, 374
90, 462
40, 239
354, 179
1072, 56
829, 264
1202, 248
680, 496
679, 470
62, 344
1201, 463
1221, 281
1242, 130
1465, 364
763, 204
682, 209
1069, 354
333, 465
1483, 346
275, 162
359, 335
694, 365
1014, 155
1415, 114
1456, 115
112, 265
23, 92
1137, 119
435, 239
1181, 117
723, 53
1133, 430
1120, 469
470, 77
803, 255
458, 471
394, 260
1242, 218
67, 274
1137, 450
441, 147
704, 274
1023, 149
1188, 283
273, 95
797, 19
8, 188
1036, 474
315, 284
407, 454
326, 412
1064, 442
1494, 422
81, 145
1477, 454
987, 71
719, 246
277, 208
395, 25
807, 64
798, 275
60, 102
81, 242
833, 157
855, 209
64, 81
105, 371
758, 440
639, 444
310, 377
273, 287
1175, 454
119, 136
345, 155
1174, 181
1151, 471
1152, 364
1171, 266
1133, 263
630, 170
93, 16
593, 379
826, 106
23, 426
992, 354
1152, 361
1137, 271
1035, 425
618, 33
1448, 287
1376, 308
241, 177
826, 0
756, 184
340, 431
379, 278
463, 156
37, 124
350, 184
51, 457
710, 462
748, 0
384, 490
3, 309
283, 225
519, 432
797, 276
1149, 105
397, 24
323, 246
1203, 145
1032, 454
623, 278
1392, 146
726, 64
322, 414
737, 35
49, 106
1471, 125
1182, 356
421, 351
716, 307
244, 461
712, 1
403, 150
9, 416
356, 69
848, 268
4, 65
794, 24
699, 202
1116, 66
828, 465
1082, 451
1445, 490
844, 12
112, 258
820, 408
1364, 489
380, 253
356, 458
1487, 23
513, 495
331, 476
82, 491
363, 13
1121, 491
1083, 303
30, 262
15, 393
1141, 8
402, 492
70, 87
650, 127
1127, 446
1493, 163
494, 113
1172, 254
1098, 440
259, 449
281, 203
1463, 110
1144, 472
1102, 441
1122, 376
93, 434
45, 170
1072, 50
1465, 156
1238, 341
57, 436
1403, 460
318, 280
1090, 162
833, 339
435, 358
71, 48
1447, 62
474, 286
41, 140
386, 181
769, 346
802, 281
1486, 435
1150, 42
283, 482
1040, 153
333, 349
1452, 410
1452, 119
364, 474
414, 346
1245, 99
1120, 37
104, 236
391, 124
341, 210
1033, 24
707, 405
1492, 259
314, 410
49, 24
1117, 230
312, 253
1458, 455
1266, 473
99, 349
594, 172
1161, 154
692, 362
1417, 480
693, 218
714, 152
1050, 225
1253, 130
880, 450
635, 245
1157, 35
1448, 400
836, 30
707, 448
1228, 182
1118, 372
11, 281
974, 374
1138, 450
22, 372
697, 412
834, 243
434, 497
124, 135
696, 219
740, 470
489, 387
1280, 190
338, 366
1150, 470
645, 444
26, 399
1420, 58
33, 209
396, 55
656, 207
758, 129
25, 110
1167, 295
1208, 305
339, 116
1263, 455
740, 139
1375, 202
675, 150
1095, 200
1210, 447
783, 358
427, 267
429, 404
1105, 381
784, 281
317, 157
1205, 244
1057, 470
1146, 376
729, 370
423, 252
729, 359
1452, 325
76, 352
1152, 301
1054, 128
1195, 269
1494, 341
1129, 486
20, 449
791, 432
306, 295
719, 315
360, 211
1485, 38
1182, 24
1434, 317
1185, 229
797, 483
103, 426
701, 258
1088, 461
1102, 82
1015, 193
1179, 497
796, 134
1375, 261
46, 440
1208, 112
1221, 94
52, 149
512, 398
747, 441
1436, 170
335, 410
795, 261
1235, 275
1129, 130
678, 303
340, 498
1035, 300
1388, 117
1039, 350
1071, 431
408, 157
545, 156
1219, 464
74, 241
1119, 138
1103, 459
379, 145
13, 470
103, 464
1058, 103
26, 81
848, 458
1125, 486
414, 403
389, 183
357, 463
1148, 384
1143, 279
281, 79
1409, 356
1469, 169
320, 14
1057, 234
777, 37
23, 269
685, 360
1466, 164
303, 284
670, 270
472, 42
715, 456
787, 466
38, 127
27, 295
459, 55
705, 58
1088, 458
1159, 444
426, 449
142, 18
837, 458
36, 172
384, 374
1186, 269
1389, 255
829, 137
1167, 347
798, 161
739, 464
325, 439
686, 33
1279, 57
1117, 224
1126, 112
1103, 275
108, 449
1089, 349
429, 219
44, 190
431, 248
1135, 215
77, 212
852, 83
1126, 283
347, 263
737, 248
794, 179
1098, 189
1464, 46
1185, 166
766, 306
1487, 490
718, 426
19, 47
415, 185
1425, 351
1429, 489
1204, 211
1026, 215
700, 33
867, 468
651, 391
1065, 190
352, 276
1443, 246
815, 296
1169, 371
410, 132
424, 249
363, 13
1114, 483
632, 312
1116, 239
1494, 385
475, 209
756, 130
699, 481
756, 335
858, 199
666, 76
26, 389
76, 333
848, 122
1047, 409
1052, 14
699, 223
677, 494
1098, 18
710, 441
1169, 242
329, 431
1231, 445
1059, 144
872, 134
1088, 65
501, 74
673, 320
637, 77
1181, 166
999, 484
1062, 416
383, 74
662, 439
1101, 411
74, 139
260, 30
371, 264
722, 410
1054, 254
1156, 440
731, 361
669, 354
360, 175
367, 188
662, 75
769, 385
1153, 391
12, 180
792, 193
745, 91
302, 98
80, 6
1207, 25
752, 397
31, 378
1276, 208
1096, 192
135, 265
406, 54
1489, 305
86, 30
38, 280
1074, 395
1482, 147
1108, 487
1141, 412
1072, 427
1378, 399
809, 181
770, 470
328, 287
1459, 469
37, 179
1042, 250
442, 94
1149, 449
990, 60
694, 157
348, 216
314, 372
815, 115
651, 52
1192, 237
437, 271
725, 470
818, 193
677, 400
1404, 285
1066, 252
345, 158
685, 168
150, 203
312, 137
1066, 311
1081, 184
689, 277
1101, 205
376, 250
756, 410
979, 272
1201, 202
1411, 238
703, 339
20, 72
415, 381
347, 130
33, 452
325, 268
311, 136
379, 498
370, 342
398, 486
1414, 427
114, 372
668, 380
1086, 189
349, 258
482, 90
756, 77
279, 116
476, 198
1152, 188
340, 499
484, 240
98, 293
53, 395
1143, 370
499, 159
1469, 52
1413, 19
50, 340
604, 492
1433, 157
821, 475
446, 295
1063, 401
1462, 157
1167, 306
18, 53
378, 251
779, 8
357, 329
1105, 201
684, 429
1473, 151
268, 86
350, 282
46, 457
390, 432
1494, 36
343, 466
477, 475
1118, 423
485, 279
390, 195
41, 317
1082, 242
65, 385
1432, 89
363, 423
699, 367
1062, 231
356, 445
388, 293
330, 15
1239, 418
480, 112
430, 147
1145, 327
1109, 397
1122, 331
672, 112
448, 211
377, 325
850, 133
241, 498
48, 451
1149, 345
651, 58
1472, 4
1211, 140
1098, 250
85, 463
1473, 402
1080, 170
1088, 480
1004, 25
795, 125
426, 363
399, 9
1483, 46
1263, 67
1377, 389
1153, 43
1177, 242
1234, 394
0, 376
716, 62
358, 405
90, 471
1146, 396
1404, 399
397, 473
779, 496
371, 208
1161, 368
16, 170
741, 91
1127, 347
267, 279
1492, 99
1423, 340
1070, 446
